frame_id,timestamp,ego_speed_mps,ego_yaw,road_type,weather,lead_distance_m,cut_in_flag,pedestrian_flag,brake_flag
frame_000042,4.1,20.959292446557864,0.0,highway,clear,15.0,1,0,0
frame_000043,4.2,21.021374568209993,0.0,highway,clear,15.0,1,0,0
frame_000044,4.3,20.93932445806711,0.0,highway,clear,15.0,1,0,0
frame_000045,4.4,20.589251082900567,0.0,highway,clear,15.0,1,0,0
frame_000046,4.5,21.439410741560593,0.0,highway,clear,15.0,1,0,0
frame_000047,4.6,20.42940152807986,0.0,highway,clear,15.0,1,0,0
frame_000048,4.7,22.65409160466498,0.0,highway,clear,15.0,1,0,0
frame_000049,4.8,20.39584941058101,0.0,highway,clear,15.0,1,0,0
frame_000050,4.9,21.95741042152529,0.0,highway,clear,15.0,1,0,0
frame_000051,5.0,21.891329887068423,0.0,highway,clear,15.0,1,0,0
frame_000052,5.1,23.580042524237694,0.0,highway,clear,15.0,1,0,0
frame_000053,5.2,22.904777048913083,0.0,highway,clear,15.0,1,0,0
frame_000054,5.3,21.370070510663066,0.0,highway,clear,15.0,1,0,0
frame_000055,5.4,22.109022585234875,0.0,highway,clear,15.0,1,0,0
frame_000056,5.5,22.808265254011662,0.0,highway,clear,15.0,1,0,0
frame_000057,5.6,22.13652239584625,0.0,highway,clear,15.0,1,0,0
frame_000058,5.7,20.873451264271658,0.0,highway,clear,15.0,1,0,0
frame_000059,5.8,21.332105575571145,0.0,highway,clear,15.0,1,0,0
frame_000060,5.9,20.85249553956572,0.0,highway,clear,35.0,0,0,0
frame_000061,6.0,22.457453164099256,0.0,highway,clear,35.0,0,0,0
frame_000062,6.1,21.670071857400337,0.0,highway,clear,35.0,0,0,0
frame_000063,6.2,20.76501544387763,0.0,highway,clear,35.0,0,0,0
frame_000064,6.3,20.624105552730214,0.0,highway,clear,35.0,0,0,0
frame_000065,6.4,20.681307079395093,0.0,highway,clear,35.0,0,0,0
frame_000066,6.5,20.390532359305823,0.0,highway,clear,35.0,0,0,0
frame_000067,6.6,21.366365662399904,0.0,highway,clear,35.0,0,0,0
frame_000068,6.7,22.881519448945298,0.0,highway,clear,35.0,0,0,0
frame_000069,6.8,22.34010634062971,0.0,highway,clear,35.0,0,0,0
frame_000070,6.9,20.66533281288612,0.0,highway,clear,35.0,0,0,0
frame_000071,7.0,23.412076444167166,0.0,highway,clear,35.0,0,0,0
frame_000072,7.1,21.34265780844551,0.0,highway,clear,35.0,0,0,0
frame_000073,7.2,21.423374183825757,0.0,highway,clear,35.0,0,0,0
frame_000074,7.3,20.174351112306354,0.0,highway,clear,35.0,0,0,0
frame_000075,7.4,23.42236287217637,0.0,highway,clear,35.0,0,0,0
frame_000076,7.5,23.195427127385354,0.0,highway,clear,35.0,0,0,0
frame_000077,7.6,22.759095380081202,0.0,highway,clear,35.0,0,0,0
frame_000078,7.7,22.04095683608997,0.0,highway,clear,35.0,0,0,0
frame_000079,7.8,23.053409440309082,0.0,highway,clear,35.0,0,0,0
frame_000080,7.9,20.63402389949281,0.0,highway,clear,35.0,0,0,0
frame_000081,8.0,23.710355457399697,0.0,highway,clear,35.0,0,0,0
frame_000082,8.1,23.64665568187536,0.0,highway,clear,35.0,0,0,0
frame_000083,8.2,23.03659833331995,0.0,highway,clear,35.0,0,0,0
frame_000084,8.3,23.160324784095994,0.0,highway,clear,35.0,0,0,0
frame_000085,8.4,20.887211383186695,0.0,highway,clear,35.0,0,0,0
frame_000086,8.5,23.109819134666456,0.0,highway,clear,35.0,0,0,0
frame_000087,8.6,23.034507637391982,0.0,highway,clear,35.0,0,0,0
frame_000088,8.7,21.564086979566664,0.0,highway,clear,35.0,0,0,0
frame_000089,8.8,22.74190884456024,0.0,highway,clear,35.0,0,0,0
frame_000090,8.9,21.586770999851947,0.0,highway,clear,35.0,0,0,0
frame_000091,9.0,20.90411912998803,0.0,highway,clear,35.0,0,0,0
frame_000092,9.1,22.94343749904167,0.0,highway,clear,35.0,0,0,0
frame_000093,9.2,22.904681416273164,0.0,highway,clear,35.0,0,0,0
frame_000094,9.3,21.626236700210733,0.0,highway,clear,35.0,0,0,0
frame_000095,9.4,21.666469084263177,0.0,highway,clear,35.0,0,0,0
frame_000096,9.5,20.2670188066441,0.0,highway,clear,35.0,0,0,0
frame_000097,9.6,22.35753677391245,0.0,highway,clear,35.0,0,0,0
frame_000098,9.7,23.206033061386712,0.0,highway,clear,35.0,0,0,0
frame_000099,9.8,22.27153046832912,0.0,highway,clear,35.0,0,0,0
frame_000100,9.9,20.852566065315308,0.0,highway,clear,35.0,0,0,0
frame_000101,10.0,21.706206706399982,0.0,highway,clear,35.0,0,0,0
frame_000102,10.1,20.706674591003207,0.0,highway,clear,35.0,0,0,0
frame_000103,10.2,20.05482365178281,0.0,highway,clear,35.0,0,0,0
frame_000104,10.3,22.433067053448056,0.0,highway,clear,35.0,0,0,0
frame_000105,10.4,21.682669376096523,0.0,highway,clear,35.0,0,0,0
frame_000106,10.5,22.665959650245156,0.0,highway,clear,35.0,0,0,0
frame_000107,10.6,21.604608918719833,0.0,highway,clear,35.0,0,0,0
frame_000108,10.7,20.39989550004444,0.0,highway,clear,35.0,0,0,0
frame_000109,10.8,20.592181912295064,0.0,highway,clear,35.0,0,0,0
frame_000110,10.9,22.89370180738809,0.0,highway,clear,35.0,0,0,0
frame_000111,11.0,22.718397008142734,0.0,highway,clear,35.0,0,0,0
frame_000112,11.1,21.80132471062383,0.0,highway,clear,35.0,0,0,0
frame_000113,11.2,20.2140577214283,0.0,highway,clear,35.0,0,0,0
frame_000114,11.3,21.265159937465224,0.0,highway,clear,35.0,0,0,0
frame_000115,11.4,22.46749937906807,0.0,highway,clear,35.0,0,0,0
frame_000116,11.5,23.44834677578827,0.0,highway,clear,35.0,0,0,0
frame_000117,11.6,21.283687557027687,0.0,highway,clear,35.0,0,0,0
frame_000118,11.7,21.362023833653133,0.0,highway,clear,35.0,0,0,0
frame_000119,11.8,23.06753067418128,0.0,highway,clear,35.0,0,0,0
frame_000120,11.9,21.396676089245318,0.0,highway,clear,35.0,0,0,0
